Job_Number,Name_of_Work,Contractor,BR_Number,Gross,Nett,Deduction,Category
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,291.0,6565944.0,6210156.0,355788.0,
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,351.0,6901478.0,6411268.0,490210.0,
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,350.0,6458293.0,6006509.0,451784.0,
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,341.0,5771348.0,5455950.0,315398.0,
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,298.0,8728979.0,8098654.0,630325.0,
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,299.0,6311279.0,5903634.0,407645.0,
025-18-000047,Improvements of Nagareshwara Nagenahalli K-Narayanapura Kothanuru Kyalasanahalli Geddalahalli in ward no 25 comes under STP Surrounding areas,M. Venkatachalapathi,342.0,5348127.0,4968105.0,380022.0,
195-17-000008,Improvements of RBI layout near Brigade Gardenia in ward no 195,Prateek K R9916997189,BR - 000132 / 30-Jun-2017CBR - 009694 / 13-Mar-2019Rtgs - 000376 / 15-Mar-2019,1859250.0,1585370.0,273880.0,
171-18-000058,Improvements of RSD in BIsmillah nagar ward no 171,KRIDL BHUSIRI  ACCOU,105.0,988643.0,858131.0,130512.0,
068-19-000098,Improvements to 10th cross Saraswathipuram upper side near Water tank and surrounding in ward no 68 ,KRIDL BHUSIRI  ACCOU,10.0,5989584.0,5243601.0,745983.0,
184-17-000075,Improvements to 1st main and 2nd main of Ramanjaneya Nagar in Ward 184 Uttarahalli,KRIDL9845222227,BR - 000112 / 30-Jun-2017CBR - 007935 / 15-Nov-2017Rtgs - 000288 / 16-Nov-2017,3493600.0,2911450.0,582150.0,
020-19-000019,Improvements to 4th main HGH block Gangappa in ward no 20 Ganganagara,Mr  GANGADHARA  L,19.0,3043933.0,2890095.0,153838.0,
083-19-000018,"Improvements to Ambedkar Ground cleaning and compound, Gate at Dasara field in w.no.83",SAMARTH ENTERPRISES ,295,518603.0,468283.0,50320.0,
013-18-000074,Improvements to Ashwathkatte Near Muthuraya Swamy Tmple In Mallasandra ward No.13 Shettyhalli Sub Division,Sri.Puttaraju.A       ,15.0,1383629.0,1245684.0,137945.0,
173-20-000016,Improvements to BBMP Ground at Teachers Colony Jakkasandra in ward no 173,N.CHETHAN KUMAR     ,120.0,7212037.0,6856321.0,355716.0,
113-20-000035,Improvements to BBMP Property in Corporation Colony in Ward No. 113 Konena Agrhara .,SRI SRINIVASA ENTERP,40.0,1550476.0,1460094.0,90382.0,
083-20-000055,Improvements to BBMP Ward Office Building at Kadugudi in ward no 83,KRISHNAMURTHY P A,299,4983137.0,4699541.0,283596.0,
007-19-000145,Improvements to Basketball Ground in Sahakaranagara in ward no.07 Byatarayanapura,SRI CHOWDESHWARI CON,111.0,715900.0,680296.0,35604.0,
095-18-000013,Improvements to CC and other works at Hanumantharaypuram blockin ward no 95,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,92,1982151.0,1754394.0,227757.0,
095-18-000011,Improvements to CC and other works at MB Block in ward no 95.,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,69,1981362.0,1752989.0,228373.0,
095-18-000012,Improvements to CC and other works at Swathanthrapalya in ward no 95,Technical Manager  (West) Karnataka Rural Infrastructure Development Limited,91,1981282.0,1755633.0,225649.0,
078-15-000024,Improvements to Cattle Shed at Robertson cross in ward no 78 ,M.R. Krishna Naik,176.0,2610800.0,2536405.0,74395.0,
035-17-000074,Improvements to Children Play area and Shivaji Statue Surroundings in ward no 35,KRIDL BHUSIRI  ACCOU,136.0,6845004.0,6137000.0,708004.0,
187-19-000011,Improvements to Circle and Entrance Arch in ward no 187 Puttenahalli,KRIDL9999999999,BR - 000020 / 31-Jul-2019CBR - / Rtgs - 000227 / 07-Oct-2021,4998020.0,4446145.0,551875.0,
172-20-000076,Improvements to Coconut Garden and Surrounding area in ward No 172 Madiwala,P SHASHI KUMAR      ,102,2461642.0,2338037.0,123605.0,
139-20-000005,Improvements to Compound wall Providing ornamental grills and Beautification works to Ambedkar statue at Anandapuram and Velumurugapuram in ward no 139,Sri. M.R. Yogesh Kumar,187.0,5164876.0,4895330.0,269546.0,
142-20-000014,Improvements to Conservancy behind Aknur Mutt in Ward No 142,UMESH D K,3.0,1720350.0,1625330.0,95020.0,
197-16-000039,Improvements to Devarakere in Ward No 197 Vasanthapura,vijay kumar a9986096015,BR - 000144 / 12-Sep-2016CBR - 002123 / 02-Jun-2018Rtgs - 000071 / 06-Jun-2018,1398600.0,1205160.0,193440.0,
093-18-000014,Improvements to Dhobhighat at Vasanthanagar ward no 93,KRIDL,117.0,2499000.0,2209000.0,290000.0,
003-18-000068,"Improvements to Dhobighat at Ananthpura in ward no 03, Attur","Santhosh.B, ",97.0,880276.0,830786.0,49490.0,
067-18-000021,Improvements to Dhobighat in Nagapura ward no 67,kridl,337.0,2499779.0,2209803.0,289976.0,
065-18-000003,Improvements to Dhobighat in ward no 65,Executive Engineer-2 KRIDL BBMP (West) ,14.0,2999000.0,2685110.0,313890.0,
182-18-000022,Improvements to Dhobighatt at Kumaraswamy Layout 2nd Stage in ward No 182,KRIDL,31,4983810.0,4294830.0,688980.0,
112-20-000032,Improvements to Doopanahalli ground in ward no 112 Domlur,KRIDL BHUSIRI  ACCOU,46,9944900.0,8861010.0,1083890.0,
128-19-000012,Improvements to Durgaparameshwari Prarthana Mandir in Chandra layout at ward no 128 Nagarabhavi,VENKATESH HT,5.0,2527441.0,2389952.0,137489.0,
026-17-000033,Improvements to Existing Kalyani Area at Kalkere Village in R M Nagara Ward No 26,B.R.PRAVEEN,335.0,4687515.0,4216256.0,471259.0,
032-18-000105,Improvements to K B Sandra Bus Shelter in ward no 32,VISHWANATH P,212.0,1929694.0,1753649.0,176045.0,
094-17-000024,Improvements to K K Lane In Ward-94,Aishwarya Infrastrucure and Developers,158.0,1787481.0,1566065.0,221416.0,
026-21-000023,Improvements to Kalyani Area Balance works (Stage-4 ) and Development of Surrounding Areas at Kalkere Village in Ramamurthy Nagara ward no 26,B.R.PRAVEEN,294.0,9854774.0,9377580.0,477194.0,
026-17-000034,Improvements to Kowdenahalli Ashwatha Katte Area in RM Nagara Ward No 26,Vijay .R,149.0,1047380.0,930715.0,116665.0,
032-18-000107,Improvements to L R Bande Shelter in ward no 32,VISHWANATH P,213.0,1931160.0,1755007.0,176153.0,
094-17-000026,Improvements to Lakshmanipuri colony In Ward-94,Aishwarya Infrastrucure and Developers,160.0,1787140.0,1564510.0,222630.0,
044-19-000059,Improvements to Lal bahadur shastri primisses in ward no.44 Marappanapalya.,KRIDL BHUSIRI  ACCOU,327.0,4952324.0,4373242.0,579082.0,
184-17-000081,Improvements to Magekere lake in ward 184 Uttarahalli,Shivanna9980005471,BR - 000006 / 15-Dec-2017CBR - 003041 / 24-Jun-2019Rtgs - 000096 / 01-Jul-2019,970600.0,930790.0,39810.0,
153-21-000001,Improvements to Market and South Zonal Office Building in ward no 153 Jayanagara, MANJUNATH & CO (PRO,87.0,5906978.0,5500039.0,406939.0,
157-18-000040,Improvements to Narasimhaiah colony in Ward No.157,C Shivakumar,100,910350.0,859369.0,50981.0,
109-18-000008,Improvements to RT Street and Surroundings in Ward No. 109 ,Mahesh L,14.0,1361227.0,1215184.0,146043.0,
086-19-000026,Improvements to Raj kaluve from 8th cross to Gopalappa house of Marathahalli ward no 86,M. SOMASHEKAR,51.0,2621830.0,2344630.0,277200.0,
179-18-000021,Improvements to Rajarajeshwari slum in W.No. 179 Shakambarinagar,B.T. RAVI KUMAR,137,1284307.0,1221359.0,62948.0,
014-18-000229,Improvements to Rangamandira in Bagalagunte in ward no 14,K Madhava Reddy,6.0,1987860.0,1931266.0,56594.0,
094-17-000019,Improvements to Risaldar colony and surrounding areas in ward no-94,Aishwarya Infrastrucure and Developers,159.0,1788675.0,1565333.0,223342.0,
109-18-000010,Improvements to Rukmaji Galli and Surroundings in Ward No. 109 ,B.N.Naveenkumar,67.0,1699118.0,1507245.0,191873.0,
198-18-000047,Improvements to SWM Block spots in ward no 198 Hemmigepura,M/S KRIDL9845235505,BR - 000390 / 19-Mar-2021CBR - / Rtgs - 000014 / 30-Apr-2021,1483290.0,1326655.0,156635.0,
044-18-000088,Improvements to Scating ground at Rajeevgandhinagara in ward no.44 Marappanapalya.,M/S KRIDL,184.0,1998999.0,1758224.0,240775.0,
136-18-000084,Improvements to Secondary Darin from 0 to 25 mt Chainage at 6th cross Padarayanapura in JJR Nagar ward no 136,Boraiah,93,2624642.0,2341184.0,283458.0,
167-21-000047,Improvements to Shastrinagara palya ground in ward no 167,S MANJUNATH,9,2086452.0,1878979.0,207473.0,
060-19-000003,"Improvements to Sloughter House Large Animals yard in Ward No.60, Sagayapuram",MESPC  INFRA  PROJEC,79,9386247.0,8896884.0,489363.0,
060-19-000001,"Improvements to Sloughter House Small Animals yard in Ward No.60, Sagayapuram",C G CHANDRAPPA,240,9891427.0,9345400.0,546027.0,
128-21-000009,Improvements to Sri Durga Parameshwari Prathana Mandira in Chandra layout in ward no 128 Nagarabhavi,"Sri.Siddartha HS, ",223.0,2411499.0,2206620.0,204879.0,
109-18-000011,Improvements to Subramanya Galli and Surroundings in Ward No. 109 ,B.N.Naveenkumar,68.0,1699999.0,1509290.0,190709.0,
094-17-000023,Improvements to V V giri colony In Ward-94,Aishwarya Infrastrucure and Developers,210.0,1787945.0,1564671.0,223274.0,
044-18-000034,Improvements to Ward office premissese in ward no.44 Marappanapalya.,kridl,348.0,2499932.0,2183276.0,316656.0,
030-17-000047,Improvements to Water Bodies in ward no 30,Techical Manager KRIDL ,44,4993770.0,4583220.0,410550.0,
167-21-000006,Improvements to Yediyur lake in Yediyur in ward no 167,S MANJUNATH,119,10466300.0,9681693.0,784607.0,
172-20-000019,Improvements to area next to Dialysis Center and DWCC in ward No 172 Madiwala,MAHADEVATS,87,5228277.0,4976840.0,251437.0,
153-20-000125,Improvements to balance works at AEE office building at 7th main in ward no 153 Jayanagar,Mr  NARASIMHASWAMY,126.0,1997800.0,1919626.0,78174.0,
085-20-000055,Improvements to chain link fencidng at water tank ground E Block AECS Layout in ward no 85,N SHIVAPPA,100.0,1871815.0,1675210.0,196605.0,
138-18-000034,Improvements to health center building at anjanappa garden in ward no-138 Chaluvadipalya,K Ranjith Kumar,273.0,1877427.0,1672608.0,204819.0,
067-18-000024,Improvements to inside campus and providing ornmental benches and gazeeba at BWSSB office pemises in ward no 67,kridl,207.0,2498995.0,2198476.0,300519.0,
001-21-000015,Improvements to kalyani at yelahanka lake in Kempegowda ward no 01,P.DHAMODARA RAJU,20.0,10237164.0,9750435.0,486729.0,
195-14-000007,Improvements to main and cross raods at Krishna nagara in ward no 195,RAJENDRA H B9880566223,BR - 000320 / 31-Mar-2016CBR - 007854 / 14-Nov-2017Rtgs - 000291 / 17-Nov-2017,2055000.0,1743720.0,311280.0,
094-17-000030,Improvements to old savar line and surrounding areas In Ward-94,S T Umesh,156.0,893153.0,783887.0,109266.0,
044-18-000090,Improvements to ullas theatre circle in ward No-44 Marappanapalya,KRIDL BHUSIRI  ACCOU,242.0,999748.0,895927.0,103821.0,
067-19-000164,Improvements to walking track and other improvements works at chinnaradhama in ward No 67 ,KRIDL BHUSIRI  ACCOU,276.0,2490230.0,2192730.0,297500.0,
144-19-000019,Improvements work in Bayalu Ranga Mandira Ground in ward no 144,VAGXMI INNOVATIVE TE,18.0,2903820.0,2586000.0,317820.0,
106-18-000066,Improvements works at flooding point below H T line at Kanteerava colony slum border in ward no-106,Technical Manager West KRIDL,144.0,4935760.0,4359079.0,576681.0,
106-18-000066,Improvements works at flooding point below H T line at Kanteerava colony slum border in ward no-106,Technical Manager West KRIDL,,4419555.0,0.0,0.0,
106-18-000066,Improvements works at flooding point below H T line at Kanteerava colony slum border in ward no-106,Technical Manager West KRIDL,,4419555.0,0.0,0.0,
106-18-000066,Improvements works at flooding point below H T line at Kanteerava colony slum border in ward no-106,Technical Manager West KRIDL,,4419555.0,0.0,0.0,
106-18-000066,Improvements works at flooding point below H T line at Kanteerava colony slum border in ward no-106,Technical Manager West KRIDL,,4419555.0,0.0,0.0,
106-18-000066,Improvements works at flooding point below H T line at Kanteerava colony slum border in ward no-106,Technical Manager West KRIDL,,4419555.0,0.0,0.0,
172-20-000068,Improvments and maintenanace to Dialysis centre and surrouding area in ward no 172 madiwala,N CHANDRA REDDY,196,992308.0,949169.0,43139.0,
030-18-000050,Improvments to 4th cross Arokyamma Layout in ward no 30,"C.G.Chandrappa, CGC Infraprojects  Private Limited,",65,4690359.0,4389156.0,301203.0,
030-18-000046,Improvments to 4th main B M Layout in ward no 30,Mr  KESHAVA  R,194,4064825.0,3826776.0,238049.0,
030-18-000045,Improvments to 8th 9th cross and surrounding area Vinobhanagara in ward no 30,KRIDL BHUSIRI  ACCOU,105,4591991.0,4034869.0,557122.0,
175-20-000134,Imrovements of development works in SC-ST area in Ward No. 175,H Srinivasa Reddy,159.0,13848589.0,13170307.0,678282.0,
159-17-000043,Instalation and commissioning of CC camera in prime location in ward no 159,M/S KRIDL,43.0,4945018.0,4446179.0,498839.0,
005-21-000007,"Instalation of CC Camara in Ward No. 05 Byatarayanapura Sub Consultancy Services for preparation of Survey, Designs, Drawing, Estimate preparation etc.,(Detailed Project Report) For the work of Division", RUDRAPRASAD CONSULT,172.0,195000.0,175500.0,19500.0,
005-21-000007,Instalation of CC Camara in Ward No. 05 Byatarayanapura Sub Division,K SHANKAR REDDY,83.0,19596100.0,18834570.0,761530.0,
130-18-000076,Installation for providing RO Purification water plants in ward No.130 Ullal,G GOVIND,168.0,9367213.0,8496069.0,871144.0,
159-18-000046,"Installation for providing RO Purification water plants in ward No.159, Kengeri",G GOVIND,123.0,9267034.0,8443592.0,823442.0,
084-19-000002,Installation of 10 KLD Bio filter (Green Technology) for Mini STP at ward no 84 Hagadur,KRIDL BHUSIRI  ACCOU,70,490000.0,449300.0,40700.0,
189-17-000001,Installation of CC T.V Camera at Hongasandra in ward no 189,Executive Engineer -019845185234,BR - 000031 / 18-Aug-2017CBR - 001291 / 02-May-2019Rtgs - 000037 / 06-May-2019,989361.0,841920.0,147441.0,
103-17-000047,Installation of CC TV Cameras and around ward no 103 Kaveripura,KRIDL BHUSIRI  ACCOU,317.0,4766809.0,4274061.0,492748.0,
126-18-000034,Installation of Chairs and Other Developmental works to Anubhavanagara Ground in ward no 126 Maruthimandira,KRIDL,121.0,992712.0,873061.0,119651.0,
187-18-000036,Installation of Childrens equipments in ward no 187 Puttenahalli,KRIDL9999999999,BR - 000021 / 31-Jul-2019CBR - / Rtgs - 000227 / 07-Oct-2021,2997957.0,2715416.0,282541.0,
067-20-000077,Installation of Dr. Rajkumar Statue Opposite Jet Log Near Sandal Soap factory in ward no 67,NESHWARRAJU,117.0,7444074.0,6811244.0,632830.0,
084-19-000001,Installation of Mini STP with Ozonator and solar hybrid system in ward no 84 Hagadur,KRIDL BHUSIRI  ACCOU,69,480000.0,440100.0,39900.0,
084-19-000003,Installation of Modular structure Design and Civil works for Mini STP in ward no 84 Hagadur,KRIDL BHUSIRI  ACCOU,71,480000.0,440100.0,39900.0,
168-21-000001,"Jayanagara Shaikhanika (R) Free education and Job oriented course, 11th main Pattabhinagar ward no 168",DAMR ASSOCIATES,11.0,474331.0,438838.0,35493.0,
198-17-000034,Jungle Clearence and Shoulders Cleaning in Ward No 198 Hemmigepura,M/S.KRIDL9845235505,BR - 000263 / 19-Dec-2017CBR - 008968 / 25-Jan-2019Rtgs - 000347 / 11-Feb-2019,399688.0,367316.0,32372.0,
043-17-000085,L.E.D. Pilot Project in Nandhini layout ward no 43,Executive Engineer KRIDL,154.0,2498489.0,2183662.0,314827.0,
075-17-000089,L.E.D. Pilot Project in Shankar Mutt in ward no 75,Executive Engineer 4 KRIDL,208.0,4998685.0,4377683.0,621002.0,
174-18-000041,LED Bulbs agara village ward no 174 HSR Layout,A.K Enter prises,35.0,519500.0,507020.0,12480.0,
055-19-000012,"M and R to Pump sets, DG Sets, UPS, AC etc in BBMP K.R.Pura office Building in Mahadevapura Zone Ward No.55", VAISHNAVI ENTERPRIS,87,391483.0,352665.0,38818.0,
082-19-000039,"M and R to Pump sets, DG Sets, UPS, AC etc in BBMP Mahadevapura Zonal office Building Ward No.82", VAISHNAVI ENTERPRIS,85.0,391426.0,352614.0,38812.0,
082-19-000039,"M and R to Pump sets, DG Sets, UPS, AC etc in BBMP Mahadevapura Zonal office Building Ward No.82", VAISHNAVI ENTERPRIS,,391426.0,0.0,0.0,
025-19-000038,M and R to Wireless Stes and Internal Telephone in Mahadevapura Zone Ward No.25,VAYUPUTHRA ENTERPRIS,60.0,205600.0,185274.0,20326.0,
186-14-000001,MAINTEANANCE OF WARD NO 186 JARAGANAHALLI,K BASAVARAJU9999999999,BR - 000154 / 26-Jun-2015CBR - 001869 / 19-May-2017Rtgs - 000066 / 23-May-2017,3026591.0,2634415.0,392176.0,
065-20-000005,Mainatenance of Tailoring Building center in ward no 65,KRIDL BHUSIRI  ACCOU,50.0,995516.0,890381.0,105135.0,
036-17-000012,Maintainance of BBMP Office in Nethaji nagar in Ward 36,Sri. Penchalaiah,67.0,693922.0,663390.0,30532.0,
036-18-000011,"Maintainance of BBMP Office in Nethaji nagar in Ward 36, Mathikere ",LOKESH C,110.0,298315.0,284680.0,13635.0,
128-17-000040,Maintainance of BBMP buildings in Ward No. 128 (Emergency Grant 2016-17),KRIDL BHUSIRI  ACCOU,290.0,488099.0,437009.0,51090.0,
035-18-000052,Maintainance of EE Office MLM Office in Ward No -35 , Sri.H K Sajith Kumar,8.0,171364.0,163823.0,7541.0,
139-19-000039,Maintainance of RO water plant at Abbas Galli Tipunagar and Surroundings in ward no 139,KRIDL (WEST),343.0,1499895.0,1327407.0,172488.0,
036-18-000012,Maintainance of Ward (including Debries Removal) in ward no.36 From Ist shift 6.00AM to 2.00PM ,Sri T Jayaprakash,277.0,356002.0,340338.0,15664.0,
036-18-000012,Maintainance of Ward (including Debries Removal) in ward no.36 From Ist shift 6.00AM to 2.00PM ,Sri T Jayaprakash,245.0,664006.0,634790.0,29216.0,
045-18-000040,Maintainance of Ward (including Debries Removal) in ward no.45 From Ist shift 6.00AM to 2.00PM ,Mr  SREEDHARA  V,4.0,1132164.0,1074426.0,57738.0,
197-17-000004,Maintainance of engaging tractor and labour in ward no 197 Vasanthapura,H B Boregowda9900155965,BR - 000113 / 30-May-2018CBR - 005210 / 19-Sep-2019Rtgs - 000197 / 23-Sep-2019,1987800.0,1774590.0,213210.0,
049-19-000028,"Maintainance of ward by Engaging Private Labours, Vehicle and Removal of Debris in ward no 49, Lingarajapura","L.Ramachandra,",96,1167996.0,1122290.0,45706.0,
163-18-000037,Maintainance of ward by engaging Private Tractor and Labours in Ward no-163,G THIMMANNA         ,64.0,1280800.0,1153800.0,127000.0,
184-16-000010,Maintainance works in ward no 184 uttarahalli B) Repairs to office building,Prakash9845752097,BR - 000074 / 30-Jul-2016CBR - 004616 / 08-Aug-2017Rtgs - 000177 / 10-Aug-2017,207600.0,179685.0,27915.0,
185-16-000011,Maintainance works in ward no 185 Yelechenahalli. B) Repairs to office building,SRINIVAS M9141649998,BR - 000159 / 12-Sep-2016CBR - 008801 / 01-Jan-2018Rtgs - 000352 / 04-Jan-2018,199540.0,175785.0,23755.0,
106-17-000032,Maintaince of Dr//Rajkumar Glass house and Kempegowda Community Hall in ward No.106 Dr//Rajkumar ward,T R Nagaraj,68.0,1422782.0,1392844.0,29938.0,
106-17-000035,Maintaince of Dry waste collection point in Rajajinagara Industrial town in ward No.106 Dr//Rajkumar ward,Sreedhara V,85.0,1989874.0,1782315.0,207559.0,
095-17-000023,Maintananace BBMP Buildings In Ward-95,Venktadri K,68,423818.0,391852.0,31966.0,
120-18-000021,Maintanance and Repairs to BBMP Building and Properties in Ward No. 120 ,N Kumar,59.0,890551.0,801780.0,88771.0,
094-18-000031,Maintanance of MLA Office and ARO Office In Ward-94 ,Manvij Shetty,40.0,499846.0,451455.0,48391.0,
163-20-000010,Maintanance of ward by enaging private tractor and labour in ward no 163 Kathriguppe,G THIMMANNA         ,3.0,1309840.0,1191720.0,118120.0,
058-19-000041,Maintanance of ward no 58,MALAYAN P,73,1394610.0,1272182.0,122428.0,
035-19-000071,Maintance of Ramakrishna hegde complex and depot Collection in ward-35. ,NATURESCAFF,69.0,386633.0,369622.0,17011.0,
045-18-000041,Mainteance of Ward (including Debries Removal) in ward no.45 From Ist shift 2.00PM to 10.00PM ,Sri Kumar Kiran NS  ,280.0,374283.0,357783.0,16500.0,
045-18-000041,Mainteance of Ward (including Debries Removal) in ward no.45 From Ist shift 2.00PM to 10.00PM ,Sri Kumar Kiran NS  ,246.0,674447.0,644747.0,29700.0,
120-20-000011,Maintenace of BBMP Building at K P Agrahara in Ward No 120,OMKAR CONSTRUCTIONS,140.0,376151.0,335456.0,40695.0,
120-20-000012,Maintenace of BBMP Building at cottonpet in Ward No 120,OMKAR CONSTRUCTIONS,141.0,378221.0,337318.0,40903.0,
196-19-000031,Management of soild waste at Anjanapura and surrounding area in ward no 196,K Uday Kumar9845183166,BR - 000188 / 30-Sep-2019CBR - 006196 / 12-Nov-2019Rtgs - 000275 / 21-Nov-2019,5449220.0,4771560.0,677660.0,
196-19-000032,Management of soild waste at Avalahalli and surrounding area in ward no 196,K Uday Kumar9845183166,BR - 000170 / 18-Sep-2019CBR - 005828 / 17-Oct-2019Rtgs - 000234 / 23-Oct-2019,5427605.0,4756910.0,670695.0,
196-19-000033,Management of soild waste at Harinagara and surrounding area in ward no 196,Raghuram V7892418366,BR - 000121 / 30-Jun-2020CBR - 003347 / 10-Dec-2020Rtgs - 000234 / 18-Dec-2020,5458990.0,4862030.0,596960.0,
196-14-000021,Manitenance of ward in ward no 196,Satish K 9886631704,BR - 000419 / 29-Nov-2014CBR - 006301 / 03-Jan-2017Rtgs - 000164 / 05-Jan-2017,981921.0,867339.0,114582.0,
143-17-000005,Mantainance of BBMP buildings in ward No: 143,Sampanna sathish,154.0,965100.0,917208.0,47892.0,
179-18-000023,Metal collection and Supplying of bitumen emulsion for ward 179,PROMOD. H.R.,42,407500.0,349366.0,58134.0,
079-19-000019,Moderinisation of Offices in ward no 79,MADHUSUDAN M R,100.0,635747.0,608936.0,26811.0,
003-20-000248,National Festivals celebration in ward no 03 Attur,RAJU P              ,202.0,492240.0,473114.0,19126.0,
003-19-000069,"National Festivals celebration in ward no 03, Attur",SHREYAS KUMAR M     ,119.0,167800.0,152891.0,14909.0,
099-16-000001,Operating Control Room and Providing Emergency Relief for Flooded Areas in Rajajinagara Division in ward no 99,Karnataka Rural Infrastructure Development Limited			,180.0,1496300.0,1423195.0,73105.0,
184-20-000035,Operating Control room and Providing Emergency relief for Flooded areas in Uttarahalli Sub division jurisdiction (ward no 184),K N SHIVASHANKARAIAH9611284153,BR - 000004 / 22-Apr-2021CBR - / Rtgs - 000317 / 21-Jan-2022,750400.0,681665.0,68735.0,
184-20-000035,Operating Control room and Providing Emergency relief for Flooded areas in Uttarahalli Sub division jurisdiction (ward no 184),K N SHIVASHANKARAIAH9611284153,BR - 000319 / 19-Mar-2020CBR - 001844 / 13-Jul-2020Rtgs - 000176 / 14-Jul-2020,1205690.0,1084240.0,121450.0,
016-19-000002,PMC Services for Construction Supervision Project Management Service Including Proof Checking and Quality Control for the 9 Building Works in R R Nagara Constituency,CIVIL QUALITY CONSUL,56.0,1394757.0,1255281.0,139476.0,
007-17-000051,PREPARATION OF IMMERSSION TANK IN RACHENAHALLI LAKE IN WARD NO 7 BYATARAYANAPURA,A Manjunath,116.0,582031.0,569809.0,12222.0,
060-18-000045,PROVIDING AND SUPPLYING CHAIRS TABLES AND OTHER CHOUTRY EQUIPMENTS TO DR.B.R.AMBEDKAR BHAVAN IN WARD NO 60 SAGAYAPURAM,KRIDL,263,2495191.0,2242787.0,252404.0,
187-18-000053,PROVIDING CEMENT CONRETE PAVEMENTS AT 4TH CROSS AYODHYA NAGARA IN WARD NO 187-PUTTENAHALLI,Nagaraja K M9999999999,BR - 000138 / 03-Oct-2018CBR - 001798 / 10-Jul-2020Rtgs - 000184 / 20-Jul-2020,904874.0,807278.0,97596.0,
187-18-000053,PROVIDING CEMENT CONRETE PAVEMENTS AT 4TH CROSS AYODHYA NAGARA IN WARD NO 187-PUTTENAHALLI,Nagaraja K M9999999999,BR - 000138 / 03-Oct-2018CBR - 001798 / 10-Jul-2020Rtgs - 000184 / 20-Jul-2020,904874.0,807278.0,97596.0,
187-18-000049,PROVIDING CEMENT CONRETE PAVEMENTS AT GOWRAMMA LAYOUT IN WARD NO 187-PUTTENAHALLI,VISHWESH K9999999999,BR - 000025 / 30-Apr-2018CBR - 005580 / 01-Oct-2019Rtgs - 000226 / 19-Oct-2019,2858795.0,2612083.0,246712.0,
187-18-000049,PROVIDING CEMENT CONRETE PAVEMENTS AT GOWRAMMA LAYOUT IN WARD NO 187-PUTTENAHALLI,VISHWESH K9999999999,BR - 000025 / 30-Apr-2018CBR - 005580 / 01-Oct-2019Rtgs - 000226 / 19-Oct-2019,2858795.0,2612083.0,246712.0,
186-16-000003,PROVIDING CROSS BOARDS IN WARD NO 186 JARAGANAHALLI,SHIVANNA H P9845445573,BR - 000159 / 29-Jul-2016CBR - 011032 / 28-Mar-2018Rtgs - 000009 / 10-Apr-2018,392514.0,345387.0,47127.0,
187-18-000041,PROVIDING MISSING SLABS AT PUTTENAHALLI AND VINAYAKA NAGARA CIRCLE IN WARD NO 187-PUTTENAHALLI,JADISH K9999999999,BR - 000199 / 31-Dec-2018CBR - / Rtgs - 000019 / 05-May-2021,482438.0,456236.0,26202.0,
187-18-000041,PROVIDING MISSING SLABS AT PUTTENAHALLI AND VINAYAKA NAGARA CIRCLE IN WARD NO 187-PUTTENAHALLI,JADISH K9999999999,BR - 000199 / 31-Dec-2018CBR - / Rtgs - 000019 / 05-May-2021,482438.0,456236.0,26202.0,
112-18-000049,PROVIDING PIPELINE AND OTHER DEVELOPMENT WORKS IN ISRO SLUM IN WARD NO 112 DOMLUR,M/s KRIDL ,24,2998050.0,2729615.0,268435.0,
187-18-000038,"PROVIDING SUPPLYING OF LABOUR, TRACTORS AND JCB IN WARD NO 187 PUTTENAHALLI",JAGADISH K9999999999,BR - 000203 / 31-Dec-2018CBR - / Rtgs - 000019 / 05-May-2021,991680.0,889280.0,102400.0,
196-13-000045,PROVIDING WATCH MEN SHED AND BOEWELL OTHER DEVELOPMENTAL WORKS TO NARAYANANAGARA 2ND STAGE IN WARD NO 196 BOMMANAHALLI ZONE,SM ENTERPRISES PROP N M CHELUVARAJU9008764168,BR - 000004 / 28-Sep-2015CBR - 000472 / 19-Apr-2017Rtgs - 000028 / 22-Apr-2017,1582930.0,1370803.0,212127.0,
